Database|Continent|Reference|Sample_ID|Age|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn142  |1645|0.00056|0.281759|0.000042|0.2|1.5|2184
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn143  |1018|0.00109|0.2822|0.000056|1.4|2|1600
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn144  |1797|0.00082|0.28184|0.000046|6.2|1.6|1925
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn145  |943|0.00076|0.28222|0.000052|0.6|1.8|1586
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn149  |1354|0.00066|0.281886|0.000052|-2|1.8|2085
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn150  |1301|0.00171|0.282109|0.000053|3.8|1.9|1671
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn151  |4|0.00134|0.282363|0.000054|-14.8|1.9|1834
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn152  |1209|0.001|0.282147|0.000046|3.8|1.6|1601
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn154  |2484|0.00673|0.281173|0.000055|-12|2|3617
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn158  |1739|0.00212|0.281904|0.000054|5.6|1.9|1913
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn159  |514|0.00102|0.282003|0.000051|-16.6|1.8|2345
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn161  |2797|0.00213|0.280858|0.000052|-8.5|1.9|3655
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn162  |82|0.00118|0.282468|0.000057|-9.5|2|1549
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn164  |1232|0.00043|0.282126|0.000045|4|1.6|1604
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn165  |99|0.00126|0.282477|0.00005|-8.8|1.8|1519
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn166  |1014|0.00085|0.282072|0.000051|-3.1|1.8|1883
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn167  |71|0.00064|0.282331|0.000056|-14.5|2|1866
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn170  |807|0.00073|0.28211|0.000047|-6.2|1.7|1919
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn175  |1305|0.00093|0.282162|0.000045|6.5|1.6|1504
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn176  |1663|0.00149|0.281737|0.000053|-1.3|1.9|2288
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn177  |1088|0.00088|0.282106|0.000056|-0.3|2|1762
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn178  |5|0.00123|0.282666|0.000051|-4.1|1.8|1141
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn180  |1189|0.00078|0.282105|0.000052|2|1.8|1697
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn181  |399|0.00101|0.282422|0.000053|-4.2|1.9|1464
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn182  |1228|0.0005|0.282257|0.000051|8.5|1.8|1311
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn186  |142|0.00158|0.282592|0.000048|-3.8|1.7|1232
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn188  |562|0.00141|0.282128|0.000052|-11.2|1.8|2044
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn189  |1430|0.00212|0.281771|0.000053|-5.8|1.9|2386
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn190  |27|0.00114|0.282464|0.000049|-10.8|1.7|1591
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn191  |2502|0.00271|0.28128|0.000048|-1|1.7|2949
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn192  |1546|0.00116|0.281853|0.000046|0.6|1.6|2073
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn193  |483|0.0023|0.282417|0.000056|-3|2|1451
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn194  |76|0.00075|0.282356|0.000056|-13.5|2|1806
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn197  |18|0.00192|0.28245|0.000046|-11.5|1.6|1628
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn200  |1131|0.00068|0.28215|0.000047|2.4|1.7|1626
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn201  |77|0.00149|0.282923|0.000045|6.5|1.6|504
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn202  |1681|0.00101|0.281655|0.000047|-3.2|1.7|2428
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn203  |2121|0.00072|0.281448|0.000048|-0.3|1.7|2599
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn205  |1817|0.00123|0.281713|0.000041|1.6|1.5|2232
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn206  |89|0.00298|0.28235|0.000048|-13.6|1.7|1820
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn209  |177|0.00118|0.282589|0.000057|-3.1|2|1216
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn210  |1139|0.00104|0.282135|0.000052|1.8|1.8|1672
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn211  |2584|0.0007|0.280955|0.000045|-7.3|1.6|3405
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn212  |41|0.00062|0.282536|0.000054|-7.9|1.9|1417
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn215  |74|0.00093|0.282829|0.000057|3.2|2|723
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn217  |18|0.00109|0.282819|0.000044|1.6|1.6|780
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn219  |1238|0.00049|0.282291|0.000053|9.9|1.9|1238
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn220  |2244|0.00198|0.281001|0.000057|-15.3|2|3633
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn221  |2744|0.00111|0.281058|0.000046|-0.7|1.6|3126
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn222  |1637|0.00028|0.281738|0.000056|-0.5|2|2217
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn223  |1274|0.00076|0.282046|0.000055|1.8|2|1778
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn224  |1643|0.00084|0.281916|0.000056|5.4|2|1850
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn225  |1511|0.00265|0.281427|0.000043|-16.8|1.6|3143
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn226  |1470|0.0047|0.282115|0.000048|4.8|1.7|1749
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn227  |408|0.00033|0.282034|0.00005|-17.6|1.8|2326
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn228  |1515|0.00137|0.281801|0.000057|-2.1|2|2223
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn230  |1071|0.00072|0.282102|0.000043|-0.7|1.5|1774
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn233  |1671|0.00053|0.281895|0.000053|5.6|1.9|1858
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn238  |90|0.00089|0.282565|0.00005|-5.8|1.8|1321
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn239  |1555|0.00163|0.281793|0.000054|-1.8|1.9|2235
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn242  |23|0.00098|0.282799|0.000055|1|1.9|823
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn247  |1385|0.00115|0.282097|0.000056|5.7|2|1616
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn248  |999|0.00038|0.282173|0.000045|0.5|1.6|1642
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn249  |1225|0.00188|0.281948|0.000048|-3.7|1.7|2089
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn250  |1171|0.0028|0.282128|0.000046|0.8|1.6|1758
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn251  |1638|0.00076|0.281828|0.000043|2.2|1.5|2047
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn252  |1661|0.0011|0.281474|0.000043|-10.2|1.5|2851
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn255  |1479|0.00066|0.282099|0.000049|8.4|1.7|1523
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn267  |384|0.00029|0.281843|0.000055|-24.9|2|2768
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn272  |1132|0.00044|0.282175|0.000044|3.5|1.6|1556
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn273  |1649|0.00087|0.281813|0.000043|1.8|1.5|2081
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn275  |25|0.00156|0.282715|0.000057|-1.9|2|1017
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn278  |1080|0.00077|0.282296|0.000044|6.4|1.6|1328
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn280  |1850|0.00036|0.281637|0.000053|0.7|1.9|2314
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn281  |1457|0.00063|0.281918|0.000049|1.5|1.7|1947
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn282  |1576|0.00122|0.281862|0.000044|1.6|1.6|2039
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn283  |1368|0.00081|0.281885|0.000046|-1.8|1.6|2087
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn288  |91|0.00086|0.282453|0.000057|-9.8|2|1577
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn289  |1030|0.0003|0.282048|0.000045|-3.2|1.6|1903
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn290  |1096|0.00056|0.28208|0.000043|-0.8|1.5|1801
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn291  |1289|0.00063|0.281857|0.000049|-4.4|1.7|2189
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn292  |888|0.00076|0.282221|0.000047|-0.5|1.7|1618
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn293  |1310|0.00053|0.28203|0.000047|2.3|1.7|1779
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn294  |1695|0.00127|0.281863|0.000044|4.2|1.6|1969
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn295  |1544|0.00118|0.281779|0.000048|-2.1|1.7|2243
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn298  |1156|0.00139|0.282094|0.000044|0.4|1.6|1773
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn299  |2476|0.00127|0.281009|0.000051|-8.8|1.8|3412
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn302  |1324|0.00124|0.28211|0.000049|4.8|1.7|1628
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn303  |154|0.00071|0.282498|0.000054|-6.8|1.9|1435
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn304  |59|0.00072|0.282267|0.000051|-17|1.8|2018
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn305  |76|0.00059|0.282603|0.000044|-4.8|1.6|1242
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn306  |1409|0.00099|0.281887|0.000042|-1|1.5|2069
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn307  |22|0.0032|0.282664|0.000052|-3.8|1.8|1137
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn308  |2706|0.00056|0.28104|0.000041|-1.2|1.5|3125
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn309  |61|0.00172|0.282584|0.000056|-5.8|2|1298
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn310  |1825|0.00101|0.281765|0.000054|3.9|1.9|2092
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn311  |1082|0.00045|0.282243|0.000051|4.8|1.8|1433
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn312  |1126|0.00105|0.282148|0.000054|1.9|1.9|1651
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn313  |129|0.00088|0.282612|0.000042|-3.3|1.5|1190
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn314  |1145|0.00122|0.281914|0.000042|-6.1|1.5|2179
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn315  |1423|0.00222|0.281668|0.000044|-9.7|1.6|2627
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn316  |1692|0.00318|0.281903|0.000048|3.3|1.7|2019
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn317  |1270|0.00094|0.282038|0.000057|1.3|2|1808
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn318  |909|0.00007|0.282105|0.000051|-3.8|1.8|1842
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn319  |357|0.00049|0.282578|0.000044|0.5|1.6|1123
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn321  |1760|0.00086|0.281892|0.000049|7.1|1.7|1833
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn322  |1402|0.00079|0.282298|0.000046|13.6|1.6|1402
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn323  |2620|0.00078|0.281167|0.000043|1|1.5|2922
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn324  |1959|0.0012|0.281469|0.000041|-3.9|1.5|2692
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn325  |1895|0.00004|0.281189|0.000041|-13.8|1.5|3259
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn326  |1614|0.00076|0.281905|0.000048|4.4|1.7|1887
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn327  |952|0.00039|0.282096|0.000042|-3.3|1.5|1848
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn328  |1893|0.00153|0.28118|0.000041|-16|1.5|3399
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn329  |64|0.00055|0.283031|0.000044|10.1|1.6|258
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn330  |1431|0.00147|0.282012|0.000045|3.4|1.6|1801
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn331  |1521|0.00051|0.282011|0.000043|6.4|1.5|1688
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn332  |99|0.00093|0.282502|0.000054|-7.9|1.9|1460
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn333  |68|0.00053|0.282411|0.000057|-11.7|2|1685
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn334  |2146|0.00066|0.281443|0.000052|0.2|1.8|2589
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn335  |1339|0.00142|0.282041|0.000046|2.5|1.6|1787
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn337  |271|0.00163|0.282612|0.000047|-0.4|1.7|1112
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn338  |2470|0.00185|0.281083|0.00005|-7.2|1.8|3313
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn339  |2312|0.00053|0.280958|0.000043|-13.1|1.5|3549
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn340  |1071|0.00072|0.282474|0.000055|12.5|1.9|1071
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn341  |2633|0.00095|0.281255|0.000052|4.1|1.8|2737
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn342  |1718|0.00085|0.281654|0.000042|-2.3|1.5|2396
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn343  |1797|0.00094|0.281534|0.000041|-4.9|1.5|2623
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn344  |1738|0.00069|0.281598|0.000039|-3.6|1.4|2497
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn345  |2644|0.00081|0.281001|0.000048|-4.4|1.7|3279
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn346  |88|0.00088|0.282365|0.000042|-13|1.5|1779
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn348  |2150|0.00049|0.281031|0.000057|-14.1|2|3485
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn349  |1434|0.00103|0.282033|0.000043|4.7|1.5|1725
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn350  |1047|0.00191|0.282003|0.000045|-5.5|1.6|2066
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn351  |7|0.00085|0.282508|0.000044|-9.6|1.6|1502
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn352  |984|0.00049|0.282093|0.000042|-2.8|1.5|1838
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn353  |1697|0.00178|0.281936|0.000045|6.2|1.6|1840
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn354  |1724|0.00097|0.281883|0.000041|5.9|1.5|1884
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn355  |1544|0.00156|0.281927|0.000051|2.8|1.8|1934
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn356  |1706|0.00113|0.281777|0.000042|1.5|1.5|2147
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn357  |25|0.00086|0.282389|0.000039|-13.5|1.4|1762
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn358  |2679|0.00135|0.280945|0.00004|-6.6|1.4|3442
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn362  |1543|0.00053|0.281803|0.000042|-0.5|1.5|2147
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn363  |1613|0.00093|0.281975|0.000046|6.7|1.6|1740
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn365  |1214|0.00091|0.282149|0.000051|4|1.8|1588
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn366  |1080|0.0003|0.282251|0.000052|5.1|1.8|1409
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn367  |205|0.00151|0.282531|0.000043|-4.6|1.5|1335
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn368  |1528|0.00068|0.281809|0.000044|-0.8|1.6|2152
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn369  |2195|0.00154|0.28111|0.000044|-11.9|1.6|3380
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn371  |1570|0.00095|0.281906|0.000053|3.3|1.9|1925
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn372  |2602|0.00134|0.280687|0.000044|-17.5|1.6|4051
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn374  |1409|0.00081|0.282094|0.000052|6.5|1.8|1588
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn376  |27|0.00104|0.282669|0.000044|-3.5|1.6|1121
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn377  |1737|0.00146|0.281953|0.000055|8.1|2|1754
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn378  |1545|0.00055|0.281947|0.000048|4.6|1.7|1821
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn379  |28|0.00073|0.282433|0.000047|-11.8|1.7|1660
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn380  |1363|0.00066|0.282136|0.000052|7.1|1.8|1512
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn381  |1651|0.00056|0.281801|0.000043|1.8|1.5|2085
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn382  |1626|0.00118|0.281877|0.000043|3.2|1.5|1972
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn386  |21|0.00143|0.28298|0.000056|7.3|2|405
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn387  |2908|0.00087|0.280916|0.000044|-1.5|1.6|3311
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn388  |2604|0.00131|0.281173|0.000057|-0.1|2|2977
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn389  |1067|0.00046|0.282128|0.000055|0.3|1.9|1705
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn391  |3080|0.00069|0.280944|0.000048|3.8|1.7|3119
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn392  |17|0.00147|0.282458|0.000043|-11.2|1.5|1610
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn393  |1127|0.00076|0.28209|0.000043|0.1|1.5|1769
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn394  |1532|0.00211|0.28199|0.000049|4.2|1.7|1834
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn401  |1087|0.00055|0.282126|0.000044|0.7|1.6|1702
Dhuime et al., 2012 Science|North America|Lizuka et al. 2010, GCA 74|MP1_zrn403  |375|0.00053|0.282568|0.000051|0.5|1.8|1136
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1000  |2603|0.00029|0.280935|0.000046|-6.8|1.6|3393
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1002  |1740|0.00101|0.281841|0.000026|4.7|0.9|1972
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1004  |536|0.00104|0.282685|0.000048|8.1|1.7|776
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1008  |1780|0.00082|0.281675|0.000028|-0.1|1|2309
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1010  |1448|0.00091|0.282|0.000046|3.9|1.6|1784
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1011  |1066|0.00052|0.282217|0.000028|3.4|1|1506
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1016  |1795|0.00048|0.281533|0.000024|-4.4|0.9|2592
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1017  |1051|0.00055|0.282126|0.000028|-0.1|1|1724
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1029  |2678|0.00058|0.281189|0.000036|3.4|1.3|2814
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1033  |96|0.00089|0.282427|0.000024|-10.6|0.8|1633
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1034  |105|0.0008|0.282583|0.000028|-4.9|1|1271
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1052  |2538|0.00048|0.281111|0.000028|-2.4|1|3064
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1055  |372|0.0011|0.28265|0.000034|3.2|1.2|958
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1062  |1168|0.00089|0.282089|0.000034|0.9|1.2|1752
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1063  |1352|0.00095|0.282208|0.000034|9.1|1.2|1370
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1069  |61|0.00197|0.282748|0.000046|0|1.6|921
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1074  |483|0.00078|0.282548|0.000038|2.1|1.3|1119
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1078  |2929|0.0003|0.280984|0.00003|2.5|1.1|3077
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1079  |76|0.00159|0.282095|0.000034|-22.8|1.2|2399
